sentence,response,response_round,type,lexicalization,condition
Все из них побеседуют с очевидцами аварии.,3.8,4.0,stimul,34.0,"they, elect, 3pl"
"И Яша, и я приготовим вкусный обед.",4.6,5.0,stimul,30.0,"1pl, and_and"
Егор купил пять моющих и шесть антисептических растворов для генеральной уборки.,6.333333333333333,6.0,stimul,18.0,"same, plural, numeral_yes"
Семен отработал пять прямых и шесть боковых ударов в боксерском клубе.,6.5,6.0,stimul,16.0,"same, plural, numeral_yes"
Протез и кость разрушаются в левом бедре.,5.8,6.0,stimul,30.0,"nonsymmetric, plural verb, SV"
Смирение и тщеславие обсуждается в религиозных текстах.,5.2,5.0,stimul,15.0,"nonsymmetric, singular verb, SV"
Менеджер будет руководить большим или маленьким магазинами.,3.3846153846153846,3.0,stimul,30.0,"plural, or"
Я или Вова спою эту весёлую песню.,3.7,4.0,stimul,3.0,"1sg, or"
К поисковым отрядам присоединятся мы пятеро.,2.5,2.0,stimul,28.0,"we, nom, 3pl"
Честность и прямолинейность ценится в человеческом общении.,6.142857142857143,6.0,stimul,3.0,"nonsymmetric, singular verb, SV"
Только двое девочка будут сдавать биологией.,1.5816326530612246,2.0,filler,,bad
"И я, и Вася посмотрим документальный фильм.",4.5,4.0,stimul,2.0,"1pl, and_and"
Мы четверо выступят на студенческих конференциях.,1.75,2.0,stimul,21.0,"we, nom, 3pl"
В течение месяца женится пятеро из них.,3.7777777777777777,4.0,stimul,16.0,"they, elect, 3sg"
Константин опубликовал простые и сложные рецепты в кулинарном блоге.,6.666666666666667,7.0,stimul,2.0,"same, plural, numeral_no"
"Каждую, кто зарегистрировалась на сайте знакомств, устраивает подобранный партнёр.",4.625,5.0,stimul,19.0,"no head noun, feminine head, feminine verb"
"Все, кто ответят на экзамене, получат пятерки.",5.857142857142857,6.0,stimul,5.0,"no head noun, plural verb"
Они все перезвонят по незнакомым номерам.,6.0,6.0,stimul,22.0,"they, oni, 3pl"
В течение месяца женятся все из нас.,4.0,4.0,stimul,16.0,"we, elect, 3pl"
Трое из них съездит в отдалённые деревни.,2.2,2.0,stimul,20.0,"they, elect, 3sg"
"Многие геологи, кто пойдет в поход, возьмут палатки. ",4.75,5.0,stimul,20.0,"with head noun, singular verb"
Эта дюжина просьб привела к отказу.,5.222222222222222,5.0,stimul,11.0,"singular premodifier, singular verb"
Мы с Васей съездим на море в августе.,5.913043478260869,6.0,filler,,good
Я или Федя выиграем этот теннисный турнир.,4.8,5.0,stimul,26.0,"1pl, or"
В четверг Леня посмотрел отрывки итальянского и немецкого фильмов.,6.0,6.0,stimul,8.0,"plural, and"
Поэзия и проза сопрягается в великом романе.,3.7142857142857135,4.0,stimul,13.0,"symmetric, singular verb, SV"
"Каждую, кто преподавала в классе коррекции, ценит школьное руководство.",4.428571428571429,4.0,stimul,21.0,"no head noun, feminine head, feminine verb"
На прошлой неделе Ксюша прослушала фортепианный и скрипичный концерты.,6.0,6.0,stimul,32.0,"plural, and"
На первом этапе скрепляются стекло и рама.,6.0,6.0,stimul,24.0,"symmetric, plural verb, VS"
"И Илья, и я выполним срочное поручение.",4.7,5.0,stimul,19.0,"1pl, and_and"
На студенческих конференциях выступят все из нас.,4.222222222222222,4.0,stimul,21.0,"we, elect, 3pl"
Никита и я внесу небольшой аванс.,2.2,2.0,stimul,31.0,"1sg, and"
"Каждого, кто уволился из отдела кадров, бранит жестокий начальник.",5.0,5.0,stimul,35.0,"no head noun, masculine head, masculine verb"
Мы с Гришей купим водоросли для нового аквариума.,6.36734693877551,6.0,filler,,good
Митя приготовит этот сытный суп.,6.3375,6.0,filler,33.0,good
Сотрудница настраивает принтер и сканером для двусторонней печати.,2.685185185185185,3.0,filler,501.0,bad
В официальной версии скрываются правда и ложь.,5.0,5.0,stimul,5.0,"nonsymmetric, plural verb, VS"
Они шестеро подметёт в учебных кабинетах.,1.5,2.0,stimul,41.0,"they, nom, 3sg"
Звонкий девчачий голосок запел протяжную мелодию.,6.028169014084507,6.0,filler,57.0,good
Моя масса цветов росли на даче.,1.3333333333333333,1.0,stimul,21.0,"singular premodifier, plural verb"
Я и Кирилл прополем капустную грядку.,5.0,5.0,stimul,24.0,"1pl, and"
Полосатый и пятнистый котенок замяукали в корзинке.,4.333333333333333,4.0,stimul,30.0,"singular, suffix"
Дима или Ваня протрём эту грязную полку.,2.6202531645569622,3.0,filler,33.0,bad
Трое истцов потребуют денежной компенсации.,5.388489208633094,5.0,filler,,good
"Каждая заключённая, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",2.571428571428572,3.0,stimul,23.0,"with head noun, feminine head, masculine verb"
"Многие артисты, кто приедут на фестиваль, исполнят песни.",4.333333333333333,4.0,stimul,2.0,"with head noun, plural verb"
"Те исполнители, кто выйдет на сцену, споют романсы.",4.333333333333333,4.0,stimul,24.0,"with head noun, singular verb"
Алина предалась романтическим мечтах и размышлениях на скамейке парка.,2.235294117647059,2.0,filler,,bad
Прядь и лента используются в модной прическе.,5.666666666666667,6.0,stimul,31.0,"nonsymmetric, plural verb, SV"
Крепость из снега строим я и ты.,5.066666666666666,5.0,stimul,30.0,"I_you, 1pl"
"Те, кто переедет в санаторий, продолжат лечение.",5.857142857142857,6.0,stimul,15.0,"no head noun, singular verb"
За допущенные ошибки извинятся все из нас.,3.4444444444444446,3.0,stimul,45.0,"we, elect, 3pl"
В правом углу обваливаются дом и изгородь.,2.333333333333333,2.0,stimul,14.0,"nonsymmetric, plural verb, VS"
Они все свяжутся со свадебными фотографами.,4.8,5.0,stimul,25.0,"they, oni, 3pl"
Я или Дима послушаю это голосовое сообщение.,3.2222222222222223,3.0,stimul,5.0,"1sg, or"
